x1;y1;x2;y2;class;manufacturer;type;class_name;manufacturer_name;type_name;image
120;105;528;310;42;5;1;Bentley Continental GT Coupe 2012;Bentley;Coupe;03335.jpg
26;116;433;275;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;03336.jpg
3;1;497;225;186;45;5;Toyota Sequoia SUV 2012;Toyota;SUV;03337.jpg
288;198;1645;874;167;35;4;Mitsubishi Lancer Sedan 2012;Mitsubishi;Sedan;03338.jpg
82;177;969;659;37;4;5;BMW X3 SUV 2012;BMW;SUV;03339.jpg
43;164;997;663;96;12;4;Dodge Charger Sedan 2012;Dodge;Sedan;03340.jpg
13;38;236;192;196;48;0;smart fortwo Convertible 2012;smart;Convertible;03341.jpg
31;99;412;232;51;8;4;Cadillac CTS-V Sedan 2012;Cadillac;Sedan;03342.jpg
57;77;595;379;73;9;4;Chevrolet Malibu Sedan 2007;Chevrolet;Sedan;03343.jpg
24;28;416;289;20;3;4;Audi S6 Sedan 2011;Audi;Sedan;03344.jpg
96;159;427;329;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;03345.jpg
34;88;968;640;168;36;2;Nissan Leaf Hatchback 2012;Nissan;Hatchback;03346.jpg
152;115;469;227;38;4;0;BMW Z4 Convertible 2012;BMW;Convertible;03347.jpg
7;30;253;167;121;18;5;GMC Acadia SUV 2012;GMC;SUV;03348.jpg
26;104;632;392;25;3;1;Audi TT RS Coupe 2012;Audi;Coupe;03349.jpg
38;42;263;147;104;15;1;Ferrari 458 Italia Coupe 2012;Ferrari;Coupe;03350.jpg
104;145;1203;765;63;9;4;Chevrolet Sonic Sedan 2012;Chevrolet;Sedan;03351.jpg
40;81;394;227;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;03352.jpg
20;89;444;256;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;03353.jpg
81;68;612;414;155;28;5;Land Rover LR2 SUV 2012;Land Rover;SUV;03354.jpg
10;12;256;175;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;03355.jpg
51;197;937;563;192;46;2;Volkswagen Beetle Hatchback 2012;Volkswagen;Hatchback;03356.jpg
19;14;434;259;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;03357.jpg
17;42;469;344;69;9;6;Chevrolet Silverado 2500HD Regular Cab 2012;Chevrolet;Truck;03359.jpg
98;163;747;495;26;4;4;BMW ActiveHybrid 5 Sedan 2012;BMW;Sedan;03360.jpg
32;60;626;410;37;4;5;BMW X3 SUV 2012;BMW;SUV;03361.jpg
75;5;552;353;149;26;5;Jeep Compass SUV 2012;Jeep;SUV;03362.jpg
167;267;763;623;88;12;7;Dodge Sprinter Cargo Van 2009;Dodge;Van;03363.jpg
22;63;441;259;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;03364.jpg
40;91;1504;983;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;03365.jpg
70;61;720;537;186;45;5;Toyota Sequoia SUV 2012;Toyota;SUV;03366.jpg
32;125;762;503;20;3;4;Audi S6 Sedan 2011;Audi;Sedan;03367.jpg
25;42;552;326;177;40;4;Rolls-Royce Phantom Sedan 2012;Rolls-Royce;Sedan;03368.jpg
154;313;963;623;157;30;0;MINI Cooper Roadster Convertible 2012;MINI Cooper;Convertible;03369.jpg
187;235;934;604;31;4;0;BMW 6 Series Convertible 2007;BMW;Convertible;03370.jpg
5;115;545;338;76;10;5;Chrysler Aspen SUV 2009;Chrysler;SUV;03371.jpg
13;80;288;178;47;7;4;Buick Regal GS 2012;Buick;Sedan;03372.jpg
26;56;389;248;77;10;0;Chrysler Sebring Convertible 2010;Chrysler;Convertible;03373.jpg
56;99;392;239;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;03374.jpg
147;38;897;696;121;18;5;GMC Acadia SUV 2012;GMC;SUV;03375.jpg
14;39;278;206;51;8;4;Cadillac CTS-V Sedan 2012;Cadillac;Sedan;03376.jpg
18;102;630;433;71;9;7;Chevrolet Express Van 2007;Chevrolet;Van;03377.jpg
7;50;256;145;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;03378.jpg
67;227;1005;746;8;2;0;Aston Martin V8 Vantage Convertible 2012;Aston;Convertible;03379.jpg
20;17;251;179;108;17;3;Ford Freestar Minivan 2007;Ford;Minivan;03380.jpg
78;111;589;392;155;28;5;Land Rover LR2 SUV 2012;Land Rover;SUV;03381.jpg
297;346;995;584;192;46;2;Volkswagen Beetle Hatchback 2012;Volkswagen;Hatchback;03382.jpg
15;44;245;184;19;3;2;Audi TT Hatchback 2011;Audi;Hatchback;03383.jpg
17;93;233;231;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;03384.jpg
3;2;495;228;186;45;5;Toyota Sequoia SUV 2012;Toyota;SUV;03385.jpg
25;10;584;404;101;15;1;Ferrari FF Coupe 2012;Ferrari;Coupe;03386.jpg
29;55;233;142;92;12;8;Dodge Magnum Wagon 2008;Dodge;Wagon;03387.jpg
70;85;955;681;137;22;4;Hyundai Genesis Sedan 2012;Hyundai;Sedan;03388.jpg
17;11;240;160;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;03389.jpg
21;198;629;441;10;2;0;Aston Martin Virage Convertible 2012;Aston;Convertible;03390.jpg
139;76;358;216;93;12;1;Dodge Challenger SRT8 2011;Dodge;Coupe;03391.jpg
35;346;1237;736;164;34;4;Mercedes-Benz E-Class Sedan 2012;Mercedes-Benz;Sedan;03392.jpg
125;645;1845;1421;1;0;5;AM General Hummer SUV 2000;AM;SUV;03393.jpg
20;321;1003;621;164;34;4;Mercedes-Benz E-Class Sedan 2012;Mercedes-Benz;Sedan;03394.jpg
279;258;1390;886;93;12;1;Dodge Challenger SRT8 2011;Dodge;Coupe;03395.jpg
53;130;471;304;165;34;4;Mercedes-Benz S-Class Sedan 2012;Mercedes-Benz;Sedan;03396.jpg
24;110;618;369;96;12;4;Dodge Charger Sedan 2012;Dodge;Sedan;03397.jpg
102;117;524;328;103;15;0;Ferrari 458 Italia Convertible 2012;Ferrari;Convertible;03398.jpg
140;61;482;283;35;4;4;BMW M5 Sedan 2010;BMW;Sedan;03399.jpg
71;111;558;356;134;22;4;Hyundai Sonata Hybrid Sedan 2012;Hyundai;Sedan;03400.jpg
39;112;753;462;62;9;5;Chevrolet Tahoe Hybrid SUV 2012;Chevrolet;SUV;03401.jpg
7;48;294;179;29;4;4;BMW 3 Series Sedan 2012;BMW;Sedan;03402.jpg
82;53;438;306;137;22;4;Hyundai Genesis Sedan 2012;Hyundai;Sedan;03403.jpg
19;116;517;316;41;5;4;Bentley Mulsanne Sedan 2011;Bentley;Sedan;03404.jpg
104;1;533;476;166;34;7;Mercedes-Benz Sprinter Van 2012;Mercedes-Benz;Van;03405.jpg
39;24;577;316;180;42;1;Spyker C8 Coupe 2009;Spyker;Coupe;03406.jpg
8;28;263;142;128;21;1;Honda Accord Coupe 2012;Honda;Coupe;03407.jpg
101;149;436;285;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;03408.jpg
90;408;1510;866;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;03409.jpg
127;59;449;284;138;22;4;Hyundai Sonata Sedan 2012;Hyundai;Sedan;03410.jpg
36;62;246;132;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;03411.jpg
37;53;982;725;20;3;4;Audi S6 Sedan 2011;Audi;Sedan;03412.jpg
123;373;1196;827;42;5;1;Bentley Continental GT Coupe 2012;Bentley;Coupe;03413.jpg
15;18;204;120;151;27;1;Lamborghini Aventador Coupe 2012;Lamborghini;Coupe;03414.jpg
7;82;648;417;84;12;8;Dodge Caliber Wagon 2007;Dodge;Wagon;03415.jpg
71;90;433;290;176;40;4;Rolls-Royce Ghost Sedan 2012;Rolls-Royce;Sedan;03416.jpg
45;62;247;190;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;03417.jpg
19;109;585;409;13;3;1;Audi A5 Coupe 2012;Audi;Coupe;03418.jpg
25;19;324;183;180;42;1;Spyker C8 Coupe 2009;Spyker;Coupe;03419.jpg
12;5;282;161;90;12;6;Dodge Dakota Crew Cab 2010;Dodge;Truck;03420.jpg
48;72;590;378;45;6;0;Bugatti Veyron 16.4 Convertible 2009;Bugatti;Convertible;03421.jpg
207;177;581;343;25;3;1;Audi TT RS Coupe 2012;Audi;Coupe;03422.jpg
17;533;637;905;170;36;2;Nissan Juke Hatchback 2012;Nissan;Hatchback;03423.jpg
6;98;691;450;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;03424.jpg
36;93;521;319;43;5;1;Bentley Continental GT Coupe 2007;Bentley;Coupe;03425.jpg
16;62;384;257;68;9;0;Chevrolet TrailBlazer SS 2009;Chevrolet;Convertible;03426.jpg
44;89;278;201;22;3;1;Audi S5 Coupe 2012;Audi;Coupe;03427.jpg
25;79;492;369;114;17;6;Ford F-150 Regular Cab 2007;Ford;Truck;03428.jpg
7;66;475;321;16;3;4;Audi V8 Sedan 1994;Audi;Sedan;03429.jpg
28;181;1585;961;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;03430.jpg
5;18;111;73;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;03431.jpg
180;117;500;362;83;12;8;Dodge Caliber Wagon 2012;Dodge;Wagon;03432.jpg
52;242;632;520;43;5;1;Bentley Continental GT Coupe 2007;Bentley;Coupe;03433.jpg
14;79;410;289;128;21;1;Honda Accord Coupe 2012;Honda;Coupe;03434.jpg
4;15;87;54;18;3;8;Audi 100 Wagon 1994;Audi;Wagon;03435.jpg
20;96;564;341;43;5;1;Bentley Continental GT Coupe 2007;Bentley;Coupe;03436.jpg
94;325;1531;1099;181;43;4;Suzuki Aerio Sedan 2007;Suzuki;Sedan;03437.jpg
47;21;620;382;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;03438.jpg
9;77;376;189;18;3;8;Audi 100 Wagon 1994;Audi;Wagon;03439.jpg
106;61;394;306;110;17;5;Ford Edge SUV 2012;Ford;SUV;03440.jpg
63;138;539;321;126;21;3;Honda Odyssey Minivan 2012;Honda;Minivan;03441.jpg
29;101;450;265;62;9;5;Chevrolet Tahoe Hybrid SUV 2012;Chevrolet;SUV;03442.jpg
31;37;238;164;86;12;6;Dodge Ram Pickup 3500 Crew Cab 2010;Dodge;Truck;03443.jpg
8;6;241;142;95;12;5;Dodge Durango SUV 2007;Dodge;SUV;03444.jpg
13;113;243;191;22;3;1;Audi S5 Coupe 2012;Audi;Coupe;03445.jpg
5;29;257;183;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;03446.jpg
40;88;468;290;52;8;5;Cadillac SRX SUV 2012;Cadillac;SUV;03447.jpg
11;45;487;246;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;03448.jpg
12;60;294;185;22;3;1;Audi S5 Coupe 2012;Audi;Coupe;03449.jpg
31;114;460;325;78;10;3;Chrysler Town and Country Minivan 2012;Chrysler;Minivan;03450.jpg
37;31;441;318;34;4;1;BMW M3 Coupe 2012;BMW;Coupe;03451.jpg
73;447;1155;858;160;33;1;McLaren MP4-12C Coupe 2012;McLaren;Coupe;03452.jpg
27;85;613;403;82;11;8;Daewoo Nubira Wagon 2002;Daewoo;Wagon;03453.jpg
8;33;195;119;9;2;1;Aston Martin V8 Vantage Coupe 2012;Aston;Coupe;03454.jpg
71;124;968;569;41;5;4;Bentley Mulsanne Sedan 2011;Bentley;Sedan;03455.jpg
47;87;973;589;138;22;4;Hyundai Sonata Sedan 2012;Hyundai;Sedan;03456.jpg
32;97;462;303;27;4;0;BMW 1 Series Convertible 2012;BMW;Convertible;03457.jpg
39;198;992;597;11;2;1;Aston Martin Virage Coupe 2012;Aston;Coupe;03458.jpg
29;98;613;298;82;11;8;Daewoo Nubira Wagon 2002;Daewoo;Wagon;03459.jpg
128;191;894;744;83;12;8;Dodge Caliber Wagon 2012;Dodge;Wagon;03460.jpg
88;97;600;388;123;19;0;Geo Metro Convertible 1993;Geo;Convertible;03461.jpg
8;95;623;375;173;38;4;Porsche Panamera Sedan 2012;Porsche;Sedan;03462.jpg
33;73;760;585;119;18;7;GMC Savana Van 2012;GMC;Van;03463.jpg
21;30;423;255;44;5;4;Bentley Continental Flying Spur Sedan 2007;Bentley;Sedan;03464.jpg
6;63;638;391;72;9;1;Chevrolet Monte Carlo Coupe 2007;Chevrolet;Coupe;03465.jpg
20;68;618;300;186;45;5;Toyota Sequoia SUV 2012;Toyota;SUV;03466.jpg
30;152;602;421;4;1;4;Acura TL Type-S 2008;Acura;Sedan;03467.jpg
2;142;508;429;82;11;8;Daewoo Nubira Wagon 2002;Daewoo;Wagon;03468.jpg
325;190;1627;997;42;5;1;Bentley Continental GT Coupe 2012;Bentley;Coupe;03469.jpg
16;91;676;400;182;43;4;Suzuki Kizashi Sedan 2012;Suzuki;Sedan;03470.jpg
140;368;1973;1006;173;38;4;Porsche Panamera Sedan 2012;Porsche;Sedan;03471.jpg
67;482;638;901;23;3;4;Audi S4 Sedan 2012;Audi;Sedan;03472.jpg
87;81;627;460;122;18;6;GMC Canyon Extended Cab 2012;GMC;Truck;03473.jpg
754;210;1401;679;148;26;5;Jeep Grand Cherokee SUV 2012;Jeep;SUV;03474.jpg
197;598;958;1005;103;15;0;Ferrari 458 Italia Convertible 2012;Ferrari;Convertible;03475.jpg
26;48;380;244;178;41;2;Scion xD Hatchback 2012;Scion;Hatchback;03476.jpg
39;42;584;421;148;26;5;Jeep Grand Cherokee SUV 2012;Jeep;SUV;03477.jpg
17;24;620;330;34;4;1;BMW M3 Coupe 2012;BMW;Coupe;03478.jpg
21;80;437;308;46;6;1;Bugatti Veyron 16.4 Coupe 2009;Bugatti;Coupe;03479.jpg
166;83;807;520;43;5;1;Bentley Continental GT Coupe 2007;Bentley;Coupe;03480.jpg
30;65;545;506;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;03481.jpg
55;107;996;721;71;9;7;Chevrolet Express Van 2007;Chevrolet;Van;03482.jpg
52;1;996;562;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;03483.jpg
16;52;388;191;67;9;4;Chevrolet Malibu Hybrid Sedan 2010;Chevrolet;Sedan;03484.jpg
59;139;1003;644;172;37;1;Plymouth Neon Coupe 1999;Plymouth;Coupe;03485.jpg
51;89;741;474;35;4;4;BMW M5 Sedan 2010;BMW;Sedan;03486.jpg
127;88;1846;1237;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;03487.jpg
37;114;612;335;111;17;6;Ford Ranger SuperCab 2011;Ford;Truck;03488.jpg
1;329;3054;2242;149;26;5;Jeep Compass SUV 2012;Jeep;SUV;03489.jpg
37;124;1003;631;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;03490.jpg
24;20;259;170;121;18;5;GMC Acadia SUV 2012;GMC;SUV;03491.jpg
42;112;783;424;153;27;1;Lamborghini Diablo Coupe 2001;Lamborghini;Coupe;03492.jpg
7;104;618;405;178;41;2;Scion xD Hatchback 2012;Scion;Hatchback;03493.jpg
57;27;535;363;155;28;5;Land Rover LR2 SUV 2012;Land Rover;SUV;03494.jpg
83;146;605;438;129;21;4;Honda Accord Sedan 2012;Honda;Sedan;03495.jpg
179;165;438;271;29;4;4;BMW 3 Series Sedan 2012;BMW;Sedan;03496.jpg
213;7;549;203;119;18;7;GMC Savana Van 2012;GMC;Van;03497.jpg
33;82;327;200;18;3;8;Audi 100 Wagon 1994;Audi;Wagon;03498.jpg
43;96;265;160;59;9;0;Chevrolet Camaro Convertible 2012;Chevrolet;Convertible;03499.jpg
16;80;254;152;151;27;1;Lamborghini Aventador Coupe 2012;Lamborghini;Coupe;03500.jpg
42;118;633;333;128;21;1;Honda Accord Coupe 2012;Honda;Coupe;03501.jpg
200;521;986;789;11;2;1;Aston Martin Virage Coupe 2012;Aston;Coupe;03502.jpg
40;116;552;360;21;3;0;Audi S5 Convertible 2012;Audi;Convertible;03503.jpg
15;53;355;223;141;23;1;Infiniti G Coupe IPL 2012;Infiniti;Coupe;03504.jpg
134;136;991;573;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;03505.jpg
209;90;684;460;41;5;4;Bentley Mulsanne Sedan 2011;Bentley;Sedan;03506.jpg
99;49;508;336;47;7;4;Buick Regal GS 2012;Buick;Sedan;03507.jpg
18;162;1017;612;171;36;1;Nissan 240SX Coupe 1998;Nissan;Coupe;03508.jpg
18;38;200;128;125;20;6;HUMMER H2 SUT Crew Cab 2009;HUMMER;Truck;03509.jpg
67;29;253;181;188;45;4;Toyota Corolla Sedan 2012;Toyota;Sedan;03510.jpg
9;36;293;180;5;1;4;Acura TSX Sedan 2012;Acura;Sedan;03511.jpg
147;215;1468;786;4;1;4;Acura TL Type-S 2008;Acura;Sedan;03512.jpg
101;131;674;385;16;3;4;Audi V8 Sedan 1994;Audi;Sedan;03513.jpg
12;52;256;186;80;10;0;Chrysler Crossfire Convertible 2008;Chrysler;Convertible;03514.jpg
5;95;1022;633;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;03515.jpg
91;143;582;410;75;9;6;Chevrolet Silverado 1500 Regular Cab 2012;Chevrolet;Truck;03516.jpg
62;23;447;306;165;34;4;Mercedes-Benz S-Class Sedan 2012;Mercedes-Benz;Sedan;03517.jpg
266;235;773;708;183;43;2;Suzuki SX4 Hatchback 2012;Suzuki;Hatchback;03518.jpg
32;187;948;686;113;17;6;Ford F-150 Regular Cab 2012;Ford;Truck;03519.jpg
88;75;587;394;89;12;5;Dodge Journey SUV 2012;Dodge;SUV;03520.jpg
6;1;613;447;166;34;7;Mercedes-Benz Sprinter Van 2012;Mercedes-Benz;Van;03521.jpg
135;1;1982;1165;97;12;4;Dodge Charger SRT-8 2009;Dodge;Sedan;03522.jpg
43;15;248;154;8;2;0;Aston Martin V8 Vantage Convertible 2012;Aston;Convertible;03523.jpg
44;243;1259;711;112;17;1;Ford GT Coupe 2006;Ford;Coupe;03524.jpg
42;51;208;146;27;4;0;BMW 1 Series Convertible 2012;BMW;Convertible;03525.jpg
26;90;542;298;74;9;6;Chevrolet Silverado 1500 Extended Cab 2012;Chevrolet;Truck;03526.jpg
1;22;640;230;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;03527.jpg
1;33;240;166;146;26;5;Jeep Wrangler SUV 2012;Jeep;SUV;03528.jpg
74;81;476;431;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;03529.jpg
203;112;955;644;155;28;5;Land Rover LR2 SUV 2012;Land Rover;SUV;03530.jpg
135;247;541;447;187;45;4;Toyota Camry Sedan 2012;Toyota;Sedan;03531.jpg
6;19;231;144;17;3;4;Audi 100 Sedan 1994;Audi;Sedan;03533.jpg
63;1;594;316;32;4;5;BMW X5 SUV 2007;BMW;SUV;03534.jpg
46;28;217;141;162;34;4;Mercedes-Benz C-Class Sedan 2012;Mercedes-Benz;Sedan;03535.jpg
17;71;384;250;92;12;8;Dodge Magnum Wagon 2008;Dodge;Wagon;03536.jpg
45;68;426;253;2;1;4;Acura RL Sedan 2012;Acura;Sedan;03537.jpg
4;98;496;322;36;4;0;BMW M6 Convertible 2010;BMW;Convertible;03538.jpg
48;50;404;177;69;9;6;Chevrolet Silverado 2500HD Regular Cab 2012;Chevrolet;Truck;03539.jpg
26;102;618;382;173;38;4;Porsche Panamera Sedan 2012;Porsche;Sedan;03540.jpg
55;59;431;220;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;03541.jpg
135;146;827;491;140;22;4;Hyundai Azera Sedan 2012;Hyundai;Sedan;03542.jpg
29;248;760;522;20;3;4;Audi S6 Sedan 2011;Audi;Sedan;03543.jpg
13;111;480;268;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;03544.jpg
68;30;336;253;35;4;4;BMW M5 Sedan 2010;BMW;Sedan;03545.jpg
103;167;695;467;154;28;5;Land Rover Range Rover SUV 2012;Land Rover;SUV;03546.jpg
118;131;575;336;14;3;1;Audi TTS Coupe 2012;Audi;Coupe;03547.jpg
200;96;899;654;167;35;4;Mitsubishi Lancer Sedan 2012;Mitsubishi;Sedan;03548.jpg
181;147;741;425;102;15;0;Ferrari California Convertible 2012;Ferrari;Convertible;03549.jpg
51;156;601;363;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;03550.jpg
59;129;594;453;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;03551.jpg
10;37;312;202;109;17;5;Ford Expedition EL SUV 2009;Ford;SUV;03552.jpg
5;150;796;444;50;7;5;Buick Enclave SUV 2012;Buick;SUV;03553.jpg
22;84;252;168;119;18;7;GMC Savana Van 2012;GMC;Van;03554.jpg
36;51;817;531;193;47;2;Volvo C30 Hatchback 2012;Volvo;Hatchback;03555.jpg
23;23;620;450;110;17;5;Ford Edge SUV 2012;Ford;SUV;03556.jpg
39;50;566;413;85;12;3;Dodge Caravan Minivan 1997;Dodge;Minivan;03557.jpg
57;155;589;426;37;4;5;BMW X3 SUV 2012;BMW;SUV;03558.jpg
90;141;476;274;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;03559.jpg
458;408;1374;1012;42;5;1;Bentley Continental GT Coupe 2012;Bentley;Coupe;03560.jpg
69;60;600;359;11;2;1;Aston Martin Virage Coupe 2012;Aston;Coupe;03561.jpg
8;67;620;268;101;15;1;Ferrari FF Coupe 2012;Ferrari;Coupe;03562.jpg
19;39;275;161;105;16;4;Fisker Karma Sedan 2012;Fisker;Sedan;03563.jpg
56;152;698;427;179;42;0;Spyker C8 Convertible 2009;Spyker;Convertible;03564.jpg
16;52;380;280;84;12;8;Dodge Caliber Wagon 2007;Dodge;Wagon;03565.jpg
5;113;466;360;107;17;0;Ford Mustang Convertible 2007;Ford;Convertible;03566.jpg
35;180;855;793;154;28;5;Land Rover Range Rover SUV 2012;Land Rover;SUV;03567.jpg
38;163;593;342;29;4;4;BMW 3 Series Sedan 2012;BMW;Sedan;03568.jpg
23;75;283;173;136;22;4;Hyundai Accent Sedan 2012;Hyundai;Sedan;03569.jpg
20;100;482;310;33;4;5;BMW X6 SUV 2012;BMW;SUV;03570.jpg
123;86;576;408;155;28;5;Land Rover LR2 SUV 2012;Land Rover;SUV;03571.jpg
24;45;426;256;102;15;0;Ferrari California Convertible 2012;Ferrari;Convertible;03572.jpg
8;40;467;319;110;17;5;Ford Edge SUV 2012;Ford;SUV;03573.jpg
48;5;722;497;166;34;7;Mercedes-Benz Sprinter Van 2012;Mercedes-Benz;Van;03574.jpg
57;3;615;461;8;2;0;Aston Martin V8 Vantage Convertible 2012;Aston;Convertible;03575.jpg
22;138;515;284;101;15;1;Ferrari FF Coupe 2012;Ferrari;Coupe;03576.jpg
33;50;425;303;90;12;6;Dodge Dakota Crew Cab 2010;Dodge;Truck;03577.jpg
122;30;491;401;49;7;4;Buick Verano Sedan 2012;Buick;Sedan;03578.jpg
80;265;1180;782;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;03579.jpg
1;31;636;433;145;26;5;Jeep Patriot SUV 2012;Jeep;SUV;03580.jpg
45;83;590;452;65;9;6;Chevrolet Avalanche Crew Cab 2012;Chevrolet;Truck;03581.jpg
245;235;560;414;168;36;2;Nissan Leaf Hatchback 2012;Nissan;Hatchback;03582.jpg
59;164;716;419;140;22;4;Hyundai Azera Sedan 2012;Hyundai;Sedan;03583.jpg
276;420;1291;932;112;17;1;Ford GT Coupe 2006;Ford;Coupe;03584.jpg
69;258;768;583;188;45;4;Toyota Corolla Sedan 2012;Toyota;Sedan;03585.jpg
142;351;1438;975;145;26;5;Jeep Patriot SUV 2012;Jeep;SUV;03586.jpg
45;26;393;263;143;24;5;Isuzu Ascender SUV 2008;Isuzu;SUV;03587.jpg
34;5;288;195;195;47;5;Volvo XC90 SUV 2007;Volvo;SUV;03588.jpg
57;70;578;328;8;2;0;Aston Martin V8 Vantage Convertible 2012;Aston;Convertible;03589.jpg
2;35;262;142;14;3;1;Audi TTS Coupe 2012;Audi;Coupe;03590.jpg
52;340;453;700;144;25;1;Jaguar XK XKR 2012;Jaguar;Coupe;03591.jpg
197;55;520;217;96;12;4;Dodge Charger Sedan 2012;Dodge;Sedan;03592.jpg
55;308;949;675;192;46;2;Volkswagen Beetle Hatchback 2012;Volkswagen;Hatchback;03593.jpg
126;3;1178;813;180;42;1;Spyker C8 Coupe 2009;Spyker;Coupe;03594.jpg
16;207;556;420;22;3;1;Audi S5 Coupe 2012;Audi;Coupe;03595.jpg
247;178;1258;871;191;46;2;Volkswagen Golf Hatchback 1991;Volkswagen;Hatchback;03596.jpg
17;158;588;401;61;9;4;Chevrolet Impala Sedan 2007;Chevrolet;Sedan;03597.jpg
44;161;615;471;133;22;5;Hyundai Veracruz SUV 2012;Hyundai;SUV;03598.jpg
108;292;1243;850;171;36;1;Nissan 240SX Coupe 1998;Nissan;Coupe;03599.jpg
252;201;1275;835;89;12;5;Dodge Journey SUV 2012;Dodge;SUV;03600.jpg
68;82;988;625;94;12;5;Dodge Durango SUV 2012;Dodge;SUV;03601.jpg
3;40;271;157;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;03602.jpg
55;91;497;315;40;5;4;Bentley Arnage Sedan 2009;Bentley;Sedan;03603.jpg
21;85;379;255;68;9;0;Chevrolet TrailBlazer SS 2009;Chevrolet;Convertible;03604.jpg
375;421;2556;1450;152;27;1;Lamborghini Gallardo LP 570-4 Superleggera 2012;Lamborghini;Coupe;03605.jpg
94;104;606;404;57;9;1;Chevrolet Corvette Ron Fellows Edition Z06 2007;Chevrolet;Coupe;03606.jpg
58;146;943;553;4;1;4;Acura TL Type-S 2008;Acura;Sedan;03607.jpg
180;205;538;400;6;1;4;Acura Integra Type R 2001;Acura;Sedan;03608.jpg
55;3;1007;706;166;34;7;Mercedes-Benz Sprinter Van 2012;Mercedes-Benz;Van;03609.jpg
42;1;589;316;96;12;4;Dodge Charger Sedan 2012;Dodge;Sedan;03610.jpg
1;9;109;72;174;39;3;Ram C/V Cargo Van Minivan 2012;Ram;Minivan;03611.jpg
80;40;350;283;69;9;6;Chevrolet Silverado 2500HD Regular Cab 2012;Chevrolet;Truck;03612.jpg
23;61;622;250;194;47;4;Volvo 240 Sedan 1993;Volvo;Sedan;03613.jpg
17;60;636;441;75;9;6;Chevrolet Silverado 1500 Regular Cab 2012;Chevrolet;Truck;03614.jpg
29;35;478;287;56;9;1;Chevrolet Corvette ZR1 2012;Chevrolet;Coupe;03615.jpg
48;92;599;392;87;12;6;Dodge Ram Pickup 3500 Quad Cab 2009;Dodge;Truck;03616.jpg
9;92;480;311;32;4;5;BMW X5 SUV 2007;BMW;SUV;03617.jpg
115;133;715;569;99;14;2;FIAT 500 Abarth 2012;FIAT;Hatchback;03618.jpg
15;76;309;168;21;3;0;Audi S5 Convertible 2012;Audi;Convertible;03619.jpg
62;91;419;213;38;4;0;BMW Z4 Convertible 2012;BMW;Convertible;03620.jpg
201;158;800;589;187;45;4;Toyota Camry Sedan 2012;Toyota;Sedan;03621.jpg
26;302;805;562;112;17;1;Ford GT Coupe 2006;Ford;Coupe;03622.jpg
73;221;581;409;187;45;4;Toyota Camry Sedan 2012;Toyota;Sedan;03623.jpg
2;99;599;430;58;9;5;Chevrolet Traverse SUV 2012;Chevrolet;SUV;03624.jpg
91;63;726;552;82;11;8;Daewoo Nubira Wagon 2002;Daewoo;Wagon;03625.jpg
271;712;1429;1132;153;27;1;Lamborghini Diablo Coupe 2001;Lamborghini;Coupe;03626.jpg
